,Country/Region,variable,value
5305,Malaysia,7/5/21,785039
5306,Russia,7/5/21,5568104
5307,Singapore,7/5/21,62630
5308,US,7/5/21,33843536
5309,United Kingdom,7/5/21,4947404
5310,Australia,7/6/21,30861
5311,Canada,7/6/21,1422336
5312,China,7/6/21,113854
5313,Germany,7/6/21,3731564
5314,"Korea, South",7/6/21,162753
5315,Malaysia,7/6/21,792693
5316,Russia,7/6/21,5591030
5317,Singapore,7/6/21,62640
5318,US,7/6/21,33865831
5319,United Kingdom,7/6/21,4975843
5320,Australia,7/7/21,30903
5321,Canada,7/7/21,1422896
5322,China,7/7/21,113910
5323,Germany,7/7/21,3732549
5324,"Korea, South",7/7/21,164028
5325,Malaysia,7/7/21,799790
5326,Russia,7/7/21,5614540
5327,Singapore,7/7/21,62652
5328,US,7/7/21,33885999
5329,United Kingdom,7/7/21,5007979
5330,Australia,7/8/21,30951
5331,Canada,7/8/21,1423419
5332,China,7/8/21,113943
5333,Germany,7/8/21,3733519
5334,"Korea, South",7/8/21,165344
5335,Malaysia,7/8/21,808658
5336,Russia,7/8/21,5638901
5337,Singapore,7/8/21,62668
5338,US,7/8/21,33906864
5339,United Kingdom,7/8/21,5040082
5340,Australia,7/9/21,31015
5341,Canada,7/9/21,1423953
5342,China,7/9/21,113992
5343,Germany,7/9/21,3734468
5344,"Korea, South",7/9/21,166722
5345,Malaysia,7/9/21,817838
5346,Russia,7/9/21,5664200
5347,Singapore,7/9/21,62678
5348,US,7/9/21,33954463
5349,United Kingdom,7/9/21,5075805
5350,Australia,7/10/21,31100
5351,Canada,7/10/21,1424300
5352,China,7/10/21,114006
5353,Germany,7/10/21,3735420
5354,"Korea, South",7/10/21,168046
5355,Malaysia,7/10/21,827191
5356,Russia,7/10/21,5688807
5357,Singapore,7/10/21,62684
5358,US,7/10/21,33964570
5359,United Kingdom,7/10/21,5107813
5360,Australia,7/11/21,31221
5361,Canada,7/11/21,1424569
5362,China,7/11/21,114074
5363,Germany,7/11/21,3736165
5364,"Korea, South",7/11/21,169146
5365,Malaysia,7/11/21,836296
5366,Russia,7/11/21,5713351
5367,Singapore,7/11/21,62692
5368,US,7/11/21,33976316
5369,United Kingdom,7/11/21,5139355
5370,Australia,7/12/21,31323
5371,Canada,7/12/21,1425023
5372,China,7/12/21,114112
5373,Germany,7/12/21,3736489
5374,"Korea, South",7/12/21,170296
5375,Malaysia,7/12/21,844870
5376,Russia,7/12/21,5738000
5377,Singapore,7/12/21,62718
5378,US,7/12/21,34005764
5379,United Kingdom,7/12/21,5173845
5380,Australia,7/13/21,31429
5381,Canada,7/13/21,1425388
5382,China,7/13/21,114156
5383,Germany,7/13/21,3737135
5384,"Korea, South",7/13/21,171911
5385,Malaysia,7/13/21,855949
5386,Russia,7/13/21,5762211
5387,Singapore,7/13/21,62744
5388,US,7/13/21,34032292
5389,United Kingdom,7/13/21,5210245
5390,Australia,7/14/21,31513
5391,Canada,7/14/21,1425712
5392,China,7/14/21,114193
5393,Germany,7/14/21,3738683
5394,"Korea, South",7/14/21,173511
5395,Malaysia,7/14/21,867567
5396,Russia,7/14/21,5785542
5397,Singapore,7/14/21,62804
5398,US,7/14/21,34063418
5399,United Kingdom,7/14/21,5252448
5400,Australia,7/15/21,31626
5401,Canada,7/15/21,1426159
5402,China,7/15/21,114236
5403,Germany,7/15/21,3740325
5404,"Korea, South",7/15/21,175046
5405,Malaysia,7/15/21,880782
5406,Russia,7/15/21,5810335
5407,Singapore,7/15/21,62852
5408,US,7/15/21,34095386
5409,United Kingdom,7/15/21,5301013
5410,Australia,7/16/21,31771
5411,Canada,7/16/21,1426525
5412,China,7/16/21,114286
5413,Germany,7/16/21,3741781
5414,"Korea, South",7/16/21,176500
5415,Malaysia,7/16/21,893323
5416,Russia,7/16/21,5835523
5417,Singapore,7/16/21,62913
5418,US,7/16/21,34173504
5419,United Kingdom,7/16/21,5353033
5420,Australia,7/17/21,31899
5421,Canada,7/17/21,1426872
5422,China,7/17/21,114330
5423,Germany,7/17/21,3743389
5424,"Korea, South",7/17/21,177951
5425,Malaysia,7/17/21,905851
5426,Russia,7/17/21,5860113
5427,Singapore,7/17/21,62981
5428,US,7/17/21,34187578
5429,United Kingdom,7/17/21,5407420
5430,Australia,7/18/21,32016
5431,Canada,7/18/21,1427163
5432,China,7/18/21,114386
5433,Germany,7/18/21,3744681
5434,"Korea, South",7/18/21,179203
5435,Malaysia,7/18/21,916561
5436,Russia,7/18/21,5884593
5437,Singapore,7/18/21,63073
5438,US,7/18/21,34207903
5439,United Kingdom,7/18/21,5455699
5440,Australia,7/19/21,32120
5441,Canada,7/19/21,1427728
5442,China,7/19/21,114464
5443,Germany,7/19/21,3745227
5444,"Korea, South",7/19/21,180481
5445,Malaysia,7/19/21,927533
5446,Russia,7/19/21,5908691
5447,Singapore,7/19/21,63245
5448,US,7/19/21,34256762
5449,United Kingdom,7/19/21,5495707
5450,Australia,7/20/21,32266
5451,Canada,7/20/21,1428083
5452,China,7/20/21,114489
5453,Germany,7/20/21,3746410
5454,"Korea, South",7/20/21,182265
5455,Malaysia,7/20/21,939899
5456,Russia,7/20/21,5931925
5457,Singapore,7/20/21,63440
5458,US,7/20/21,34296518
5459,United Kingdom,7/20/21,5542334
5460,Australia,7/21/21,32426
5461,Canada,7/21/21,1428621
5462,China,7/21/21,114589
5463,Germany,7/21/21,3748613
5464,"Korea, South",7/21/21,184103
5465,Malaysia,7/21/21,951884
5466,Russia,7/21/21,5955089
5467,Singapore,7/21/21,63621
5468,US,7/21/21,34344249
5469,United Kingdom,7/21/21,5586503
5470,Australia,7/22/21,32582
5471,Canada,7/22/21,1429015
5472,China,7/22/21,114648
5473,Germany,7/22/21,3750503
5474,"Korea, South",7/22/21,185733
5475,Malaysia,7/22/21,964918
5476,Russia,7/22/21,5979027
5477,Singapore,7/22/21,63791
5478,US,7/22/21,34400794
5479,United Kingdom,7/22/21,5626513
5480,Australia,7/23/21,32753
5481,Canada,7/23/21,1429610
5482,China,7/23/21,114711
5483,Germany,7/23/21,3752592
5484,"Korea, South",7/23/21,187362
5485,Malaysia,7/23/21,980491
5486,Russia,7/23/21,6002303
5487,Singapore,7/23/21,63924
5488,US,7/23/21,34521616
5489,United Kingdom,7/23/21,5662651
5490,Australia,7/24/21,32918
5491,Canada,7/24/21,1429984
5492,China,7/24/21,114763
5493,Germany,7/24/21,3754511
5494,"Korea, South",7/24/21,188848
5495,Malaysia,7/24/21,996393
5496,Russia,7/24/21,6025698
5497,Singapore,7/24/21,64054
5498,US,7/24/21,34550293
5499,United Kingdom,7/24/21,5694455
5500,Australia,7/25/21,33082
5501,Canada,7/25/21,1430278
5502,China,7/25/21,114853
5503,Germany,7/25/21,3755898
5504,"Korea, South",7/25/21,190166
5505,Malaysia,7/25/21,1013438
5506,Russia,7/25/21,6049215
5507,Singapore,7/25/21,64179
5508,US,7/25/21,34578264
5509,United Kingdom,7/25/21,5723536
5510,Australia,7/26/21,33266
5511,Canada,7/26/21,1431222
5512,China,7/26/21,114935
5513,Germany,7/26/21,3756856
5514,"Korea, South",7/26/21,191531
5515,Malaysia,7/26/21,1027954
5516,Russia,7/26/21,6071893
5517,Singapore,7/26/21,64314
5518,US,7/26/21,34657809
5519,United Kingdom,7/26/21,5748230
5520,Australia,7/27/21,33473
5521,Canada,7/27/21,1431816
5522,China,7/27/21,115032
5523,Germany,7/27/21,3758401
5524,"Korea, South",7/27/21,193427
5525,Malaysia,7/27/21,1044071
5526,Russia,7/27/21,6094379
5527,Singapore,7/27/21,64453
5528,US,7/27/21,34722747
5529,United Kingdom,7/27/21,5771599
5530,Australia,7/28/21,33726
5531,Canada,7/28/21,1432659
5532,China,7/28/21,115090
5533,Germany,7/28/21,3761169
5534,"Korea, South",7/28/21,195099
5535,Malaysia,7/28/21,1061476
5536,Russia,7/28/21,6116249
5537,Singapore,7/28/21,64589
5538,US,7/28/21,34796320
5539,United Kingdom,7/28/21,5797332
5540,Australia,7/29/21,33909
5541,Canada,7/29/21,1433590
5542,China,7/29/21,115170
5543,Germany,7/29/21,3764311
5544,"Korea, South",7/29/21,196806
5545,Malaysia,7/29/21,1078646
5546,Russia,7/29/21,6138969
5547,Singapore,7/29/21,64722
5548,US,7/29/21,34868854
5549,United Kingdom,7/29/21,5828224
5550,Australia,7/30/21,34130
5551,Canada,7/30/21,1434495
5552,China,7/30/21,115248
5553,Germany,7/30/21,3766765
5554,"Korea, South",7/30/21,198345
5555,Malaysia,7/30/21,1095486
5556,Russia,7/30/21,6161985
5557,Singapore,7/30/21,64861
5558,US,7/30/21,35060335
5559,United Kingdom,7/30/21,5857556
5560,Australia,7/31/21,34383
5561,Canada,7/31/21,1434967
5562,China,7/31/21,115341
5563,Germany,7/31/21,3769165
5564,"Korea, South",7/31/21,199787
5565,Malaysia,7/31/21,1113272
5566,Russia,7/31/21,6185249
5567,Singapore,7/31/21,64981
5568,US,7/31/21,35104127
5569,United Kingdom,7/31/21,5883411
5570,Australia,8/1/21,34612
5571,Canada,8/1/21,1435347
5572,China,8/1/21,115473
5573,Germany,8/1/21,3771262
5574,"Korea, South",8/1/21,201002
5575,Malaysia,8/1/21,1130422
5576,Russia,8/1/21,6207513
5577,Singapore,8/1/21,65102
5578,US,8/1/21,35148691
5579,United Kingdom,8/1/21,5907641
5580,Australia,8/2/21,34836
5581,Canada,8/2/21,1435683
5582,China,8/2/21,115619
5583,Germany,8/2/21,3772109
5584,"Korea, South",8/2/21,202203
5585,Malaysia,8/2/21,1146186
5586,Russia,8/2/21,6230482
5587,Singapore,8/2/21,65213
5588,US,8/2/21,35257274
5589,United Kingdom,8/2/21,5930003
5590,Australia,8/3/21,35089
5591,Canada,8/3/21,1437713
5592,China,8/3/21,115760
5593,Germany,8/3/21,3773875
5594,"Korea, South",8/3/21,203926
5595,Malaysia,8/3/21,1163291
5596,Russia,8/3/21,6251953
5597,Singapore,8/3/21,65315
5598,US,8/3/21,35354922
5599,United Kingdom,8/3/21,5951686
5600,Australia,8/4/21,35391
5601,Canada,8/4/21,1438806
5602,China,8/4/21,115854
5603,Germany,8/4/21,3777446
5604,"Korea, South",8/4/21,205702
5605,Malaysia,8/4/21,1183110
5606,Russia,8/4/21,6274006
5607,Singapore,8/4/21,65410
5608,US,8/4/21,35457403
5609,United Kingdom,8/4/21,5980830
5610,Australia,8/5/21,35698
5611,Canada,8/5/21,1440396
5612,China,8/5/21,116037
5613,Germany,8/5/21,3780985
5614,"Korea, South",8/5/21,207406
5615,Malaysia,8/5/21,1203706
5616,Russia,8/5/21,6296570
5617,Singapore,8/5/21,65508
5618,US,8/5/21,35567046
5619,United Kingdom,8/5/21,6010860
5620,Australia,8/6/21,36051
5621,Canada,8/6/21,1442021
5622,China,8/6/21,116198
5623,Germany,8/6/21,3784433
5624,"Korea, South",8/6/21,209228
5625,Malaysia,8/6/21,1224595
5626,Russia,8/6/21,6318643
5627,Singapore,8/6/21,65605
5628,US,8/6/21,35818944
5629,United Kingdom,8/6/21,6042493
5630,Australia,8/7/21,36328
5631,Canada,8/7/21,1442740
5632,China,8/7/21,116327
5633,Germany,8/7/21,3787639
5634,"Korea, South",8/7/21,210956
5635,Malaysia,8/7/21,1243852
5636,Russia,8/7/21,6340370
5637,Singapore,8/7/21,65686
5638,US,8/7/21,35881857
5639,United Kingdom,8/7/21,6070872
5640,Australia,8/8/21,36630
5641,Canada,8/8/21,1443469
5642,China,8/8/21,116460
5643,Germany,8/8/21,3790766
5644,"Korea, South",8/8/21,212448
5645,Malaysia,8/8/21,1262540
5646,Russia,8/8/21,6362641
5647,Singapore,8/8/21,65764
5648,US,8/8/21,35916730
5649,United Kingdom,8/8/21,6098140
5650,Australia,8/9/21,37010
5651,Canada,8/9/21,1446326
5652,China,8/9/21,116601
5653,Germany,8/9/21,3791949
5654,"Korea, South",8/9/21,213987
5655,Malaysia,8/9/21,1279776
5656,Russia,8/9/21,6384195
5657,Singapore,8/9/21,65836
5658,US,8/9/21,36076715
5659,United Kingdom,8/9/21,6123155
5660,Australia,8/10/21,37377
5661,Canada,8/10/21,1447743
5662,China,8/10/21,116710
5663,Germany,8/10/21,3794429
5664,"Korea, South",8/10/21,216206
5665,Malaysia,8/10/21,1299767
5666,Russia,8/10/21,6404960
5667,Singapore,8/10/21,65836
5668,US,8/10/21,36194448
5669,United Kingdom,8/10/21,6146599
5670,Australia,8/11/21,37749
5671,Canada,8/11/21,1449822
5672,China,8/11/21,116803
5673,Germany,8/11/21,3799425
5674,"Korea, South",8/11/21,218192
5675,Malaysia,8/11/21,1320547
5676,Russia,8/11/21,6425918
5677,Singapore,8/11/21,65953
5678,US,8/11/21,36348926
5679,United Kingdom,8/11/21,6175995
5680,Australia,8/12/21,38165
5681,Canada,8/12/21,1451984
5682,China,8/12/21,116944
5683,Germany,8/12/21,3805063
5684,"Korea, South",8/12/21,220182
5685,Malaysia,8/12/21,1342215
5686,Russia,8/12/21,6447229
5687,Singapore,8/12/21,66012
5688,US,8/12/21,36492990
5689,United Kingdom,8/12/21,6208867
5690,Australia,8/13/21,38658
5691,Canada,8/13/21,1454422
5692,China,8/13/21,117016
5693,Germany,8/13/21,3810641
5694,"Korea, South",8/13/21,222111
5695,Malaysia,8/13/21,1363683
5696,Russia,8/13/21,6468890
5697,Singapore,8/13/21,66061
5698,US,8/13/21,36719883
5699,United Kingdom,8/13/21,6241384
5700,Australia,8/14/21,39097
5701,Canada,8/14/21,1455494
5702,China,8/14/21,117083
5703,Germany,8/14/21,3816285
5704,"Korea, South",8/14/21,223928
5705,Malaysia,8/14/21,1384353
5706,Russia,8/14/21,6490421
5707,Singapore,8/14/21,66119
5708,US,8/14/21,36792869
5709,United Kingdom,8/14/21,6270663
5710,Australia,8/15/21,39615
5711,Canada,8/15/21,1456423
5712,China,8/15/21,117160
5713,Germany,8/15/21,3821013
5714,"Korea, South",8/15/21,225481
5715,Malaysia,8/15/21,1404899
5716,Russia,8/15/21,6511431
5717,Singapore,8/15/21,66172
5718,US,8/15/21,36839649
5719,United Kingdom,8/15/21,6297179
5720,Australia,8/16/21,40097
5721,Canada,8/16/21,1460340
5722,China,8/16/21,117216
5723,Germany,8/16/21,3823139
5724,"Korea, South",8/16/21,226854
5725,Malaysia,8/16/21,1424639
5726,Russia,8/16/21,6531585
5727,Singapore,8/16/21,66225
5728,US,8/16/21,37034234
5729,United Kingdom,8/16/21,6325482
5730,Australia,8/17/21,40774
5731,Canada,8/17/21,1462314
5732,China,8/17/21,117263
5733,Germany,8/17/21,3827051
5734,"Korea, South",8/17/21,228657
5735,Malaysia,8/17/21,1444270
5736,Russia,8/17/21,6551934
5737,Singapore,8/17/21,66281
5738,US,8/17/21,37184757
5739,United Kingdom,8/17/21,6352222
5740,Australia,8/18/21,41521
5741,Canada,8/18/21,1464910
5742,China,8/18/21,117329
5743,Germany,8/18/21,3835375
5744,"Korea, South",8/18/21,230808
5745,Malaysia,8/18/21,1466512
5746,Russia,8/18/21,6572246
5747,Singapore,8/18/21,66334
5748,US,8/18/21,37352343
5749,United Kingdom,8/18/21,6386034
5750,Australia,8/19/21,42228
5751,Canada,8/19/21,1467812
5752,China,8/19/21,117391
5753,Germany,8/19/21,3843775
5754,"Korea, South",8/19/21,232859
5755,Malaysia,8/19/21,1489460
5756,Russia,8/19/21,6592705
5757,Singapore,8/19/21,66366
5758,US,8/19/21,37507605
5759,United Kingdom,8/19/21,6422475
5760,Australia,8/20/21,43119
5761,Canada,8/20/21,1470842
5762,China,8/20/21,117441
5763,Germany,8/20/21,3853055
5764,"Korea, South",8/20/21,234739
5765,Malaysia,8/20/21,1513024
5766,Russia,8/20/21,6613107
5767,Singapore,8/20/21,66406
5768,US,8/20/21,37746944
5769,United Kingdom,8/20/21,6459589
5770,Australia,8/21/21,44026
5771,Canada,8/21/21,1472306
5772,China,8/21/21,117493
5773,Germany,8/21/21,3861147
5774,"Korea, South",8/21/21,236366
5775,Malaysia,8/21/21,1535286
5776,Russia,8/21/21,6633521
5777,Singapore,8/21/21,66443
5778,US,8/21/21,37839138
5779,United Kingdom,8/21/21,6491525
5780,Australia,8/22/21,44920
5781,Canada,8/22/21,1473497
5782,China,8/22/21,117538
5783,Germany,8/22/21,3868197
5784,"Korea, South",8/22/21,237782
5785,Malaysia,8/22/21,1555093
5786,Russia,8/22/21,6653498
5787,Singapore,8/22/21,66478
5788,US,8/22/21,37883330
5789,United Kingdom,8/22/21,6523594
5790,Australia,8/23/21,45754
5791,Canada,8/23/21,1478305
5792,China,8/23/21,117591
5793,Germany,8/23/21,3871865
5794,"Korea, South",8/23/21,239287
5795,Malaysia,8/23/21,1572765
5796,Russia,8/23/21,6672373
5797,Singapore,8/23/21,66576
5798,US,8/23/21,38091762
5799,United Kingdom,8/23/21,6555372
5800,Australia,8/24/21,46725
5801,Canada,8/24/21,1480796
5802,China,8/24/21,117622
5803,Germany,8/24/21,3877612
5804,"Korea, South",8/24/21,241439
5805,Malaysia,8/24/21,1593602
5806,Russia,8/24/21,6690633
5807,Singapore,8/24/21,66692
5808,US,8/24/21,38246012
5809,United Kingdom,8/24/21,6586148
5810,Australia,8/25/21,47840
5811,Canada,8/25/21,1484267
5812,China,8/25/21,117661
5813,Germany,8/25/21,3889173
5814,"Korea, South",8/25/21,243317
5815,Malaysia,8/25/21,1616244
5816,Russia,8/25/21,6709605
5817,Singapore,8/25/21,66812
5818,US,8/25/21,38424903
5819,United Kingdom,8/25/21,6621763
5820,Australia,8/26/21,48816
5821,Canada,8/26/21,1487821
5822,China,8/26/21,117711
5823,Germany,8/26/21,3901799
5824,"Korea, South",8/26/21,245158
5825,Malaysia,8/26/21,1640843
5826,Russia,8/26/21,6728699
5827,Singapore,8/26/21,66928
5828,US,8/26/21,38608670
5829,United Kingdom,8/26/21,6659880
5830,Australia,8/27/21,49935
5831,Canada,8/27/21,1491589
5832,China,8/27/21,117768
5833,Germany,8/27/21,3913828
5834,"Korea, South",8/27/21,246951
5835,Malaysia,8/27/21,1662913
5836,Russia,8/27/21,6747681
5837,Singapore,8/27/21,66928
5838,US,8/27/21,38847367
5839,United Kingdom,8/27/21,6697720
5840,Australia,8/28/21,51256
5841,Canada,8/28/21,1493265
5842,China,8/28/21,117813
5843,Germany,8/28/21,3924131
5844,"Korea, South",8/28/21,248568
5845,Malaysia,8/28/21,1685510
5846,Russia,8/28/21,6766667
5847,Singapore,8/28/21,67171
5848,US,8/28/21,38926250
5849,United Kingdom,8/28/21,6729909
5850,Australia,8/29/21,52611
5851,Canada,8/29/21,1494699
5852,China,8/29/21,117859
5853,Germany,8/29/21,3932547
5854,"Korea, South",8/29/21,250051
5855,Malaysia,8/29/21,1706089
5856,Russia,8/29/21,6785465
5857,Singapore,8/29/21,67171
5858,US,8/29/21,38978255
5859,United Kingdom,8/29/21,6762927
5860,Australia,8/30/21,53868
5861,Canada,8/30/21,1501089
5862,China,8/30/21,117919
5863,Germany,8/30/21,3937106
5864,"Korea, South",8/30/21,251421
5865,Malaysia,8/30/21,1725357
5866,Russia,8/30/21,6803323
5867,Singapore,8/30/21,67459
5868,US,8/30/21,39207712
5869,United Kingdom,8/30/21,6789249
5870,Australia,8/31/21,55093
5871,Canada,8/31/21,1504281
5872,China,8/31/21,117950
5873,Germany,8/31/21,3942856
5874,"Korea, South",8/31/21,253445
5875,Malaysia,8/31/21,1746254
5876,Russia,8/31/21,6820697
5877,Singapore,8/31/21,67620
5878,US,8/31/21,39387525
5879,United Kingdom,8/31/21,6821318
5880,Australia,9/1/21,56560
5881,Canada,9/1/21,1508281
5882,China,9/1/21,117991
5883,Germany,9/1/21,3956387
5884,"Korea, South",9/1/21,255401
5885,Malaysia,9/1/21,1765016
5886,Russia,9/1/21,6838652
5887,Singapore,9/1/21,67800
5888,US,9/1/21,39578083
5889,United Kingdom,9/1/21,6856890
5890,Australia,9/2/21,58208
5891,Canada,9/2/21,1512341
5892,China,9/2/21,118037
5893,Germany,9/2/21,3970102
5894,"Korea, South",9/2/21,257110
5895,Malaysia,9/2/21,1786004
5896,Russia,9/2/21,6857243
5897,Singapore,9/2/21,67991
5898,US,9/2/21,39757196
5899,United Kingdom,9/2/21,6894873
5900,Australia,9/3/21,59949
5901,Canada,9/3/21,1516567
5902,China,9/3/21,118082
5903,Germany,9/3/21,3984353
5904,"Korea, South",9/3/21,258913
5905,Malaysia,9/3/21,1805382
5906,Russia,9/3/21,6875713
5907,Singapore,9/3/21,68210
5908,US,9/3/21,39992674
5909,United Kingdom,9/3/21,6937223
5910,Australia,9/4/21,61619
5911,Canada,9/4/21,1518280
5912,China,9/4/21,118126
5913,Germany,9/4/21,3995188
5914,"Korea, South",9/4/21,260404
5915,Malaysia,9/4/21,1824439
5916,Russia,9/4/21,6894113
5917,Singapore,9/4/21,68469
5918,US,9/4/21,40078579
5919,United Kingdom,9/4/21,6973996
5920,Australia,9/5/21,63155
5921,Canada,9/5/21,1520081
5922,China,9/5/21,118172
5923,Germany,9/5/21,4005641
5924,"Korea, South",9/5/21,261778
5925,Malaysia,9/5/21,1844835
5926,Russia,9/5/21,6912375
5927,Singapore,9/5/21,68660
5928,US,9/5/21,40142078
5929,United Kingdom,9/5/21,7010583
5930,Australia,9/6/21,64621
5931,Canada,9/6/21,1521585
5932,China,9/6/21,118223
5933,Germany,9/6/21,4010390
5934,"Korea, South",9/6/21,263374
5935,Malaysia,9/6/21,1862187
5936,Russia,9/6/21,6929862
5937,Singapore,9/6/21,68901
5938,US,9/6/21,40235671
5939,United Kingdom,9/6/21,7051461
5940,Australia,9/7/21,66317
5941,Canada,9/7/21,1530657
5942,China,9/7/21,118255
5943,Germany,9/7/21,4017116
5944,"Korea, South",9/7/21,265423
5945,Malaysia,9/7/21,1880734
5946,Russia,9/7/21,6946922
5947,Singapore,9/7/21,69233
5948,US,9/7/21,40445267
5949,United Kingdom,9/7/21,7089002
5950,Australia,9/8/21,68042
5951,Canada,9/8/21,1534594
5952,China,9/8/21,118296
5953,Germany,9/8/21,4030681
5954,"Korea, South",9/8/21,267470
5955,Malaysia,9/8/21,1900467
5956,Russia,9/8/21,6964595
5957,Singapore,9/8/21,69582
5958,US,9/8/21,40621978
5959,United Kingdom,9/8/21,7127601
5960,Australia,9/9/21,69912
5961,Canada,9/9/21,1538824
5962,China,9/9/21,118321
5963,Germany,9/9/21,4046112
5964,"Korea, South",9/9/21,269362
5965,Malaysia,9/9/21,1919774
5966,Russia,9/9/21,6982628
5967,Singapore,9/9/21,70039
5968,US,9/9/21,40788395
5969,United Kingdom,9/9/21,7165161
5970,Australia,9/10/21,71987
5971,Canada,9/10/21,1543470
5972,China,9/10/21,118371
5973,Germany,9/10/21,4059081
5974,"Korea, South",9/10/21,271227
5975,Malaysia,9/10/21,1940950
5976,Russia,9/10/21,7000636
5977,Singapore,9/10/21,70612
5978,US,9/10/21,41030378
5979,United Kingdom,9/10/21,7202170
5980,Australia,9/11/21,73603
5981,Canada,9/11/21,1544598
5982,China,9/11/21,118437
5983,Germany,9/11/21,4070295
5984,"Korea, South",9/11/21,272982
5985,Malaysia,9/11/21,1960500
5986,Russia,9/11/21,7019200
5987,Singapore,9/11/21,71167
5988,US,9/11/21,41119500
5989,United Kingdom,9/11/21,7231113
5990,Australia,9/12/21,75323
5991,Canada,9/12/21,1547391
5992,China,9/12/21,118528
5993,Germany,9/12/21,4077640
5994,"Korea, South",9/12/21,274415
5995,Malaysia,9/12/21,1979698
5996,Russia,9/12/21,7037435
5997,Singapore,9/12/21,71687
5998,US,9/12/21,41167847
5999,United Kingdom,9/12/21,7259792
6000,Australia,9/13/21,76901
6001,Canada,9/13/21,1556081
6002,China,9/13/21,118646
6003,Germany,9/13/21,4083151
6004,"Korea, South",9/13/21,275910
6005,Malaysia,9/13/21,1995771
6006,Russia,9/13/21,7055296
6007,Singapore,9/13/21,72294
6008,US,9/13/21,41378888
6009,United Kingdom,9/13/21,7290143
6010,Australia,9/14/21,78544
6011,Canada,9/14/21,1560385
6012,China,9/14/21,118724
6013,Germany,9/14/21,4089476
6014,"Korea, South",9/14/21,277989
6015,Malaysia,9/14/21,2011440
6016,Russia,9/14/21,7072825
6017,Singapore,9/14/21,73131
6018,US,9/14/21,41524147
6019,United Kingdom,9/14/21,7316895
6020,Australia,9/15/21,80400
6021,Canada,9/15/21,1564842
6022,China,9/15/21,118808
6023,Germany,9/15/21,4101931
6024,"Korea, South",9/15/21,279930
6025,Malaysia,9/15/21,2030935
6026,Russia,9/15/21,7091368
